50/10|60000000|46|90913|1678356|227
50/20|41124406.25|50|46776|846503|229
50/30|24115062.5|50|29401|434342|274
50/40|13557937.5|50|29233|351961|308
50/50|13722281.25|50|25677|319113|324
50/60|13131500.0|50|23326|292750|350
50/70|12971656.25|50|27011|327677|482
50/80|9778843.75|50|18746|208546|306
50/90|11468625.0|50|18264|213892|396
50/100|9640718.75|50|18982|207210|376
