50/10|60000000|4|1922790|2500185|12
50/20|60000000|5|1924193|2405358|26
50/30|60000000|5|1923142|2406446|37
50/40|60000000|5|1826148|2500184|45
50/50|60000000|4|1922136|2501467|50
50/60|60000000|4|1922942|2502461|66
50/70|60000000|2|1920052|2693316|60
50/80|60000000|2|1920058|2693300|67
50/90|60000000|2|1920077|2694390|87
50/100|60000000|2|1920050|2692180|60
